Name,Description
Tentacool,"Tentacool is a small, cnidarian Pokémon. It has a light blue, clear body with two large, transparent, red, eye-like crystals on each side of its body and one small one in the middle. Near the base of its body is a pointed, beak-like projection and two eyes with small pupils. There are two grayish tentacles extending from beneath its round lower body, which has a cape-like formation on the back."
Tentacruel,"Tentacruel is a large, cnidarian Pokémon. It has a clear, light blue body that has two large, red orbs on either side and smaller orb in the center. Its eyes are visible in its round lower body, which is black. Extending from its lower body are two blue, beak-like appendages and numerous grayish tentacles. Its red orbs glow whenever it is excited or agitated, communicating with its own kind, and it may alert others to danger by stridently flashing them. They are also capable of refracting sunlight, storing energy, and firing ultrasonic waves."
Geodude,"Geodude is a brownish-gray boulder Pokémon. It has bulging, rocky eyebrows, trapezoidal eyes with brown pupils, and a wide mouth. Its arms are muscular with five-fingered hands. Geodude uses its arms to climb steadily up steep mountain paths. As a result of their physical appearance, Rhyperior sometimes mistake this Pokémon for actual boulders and fire them through their hands."
Graveler,"Graveler is a bipedal, boulder Pokémon. Its round body is covered with small bumps and it has a rocky crest above its small eyes and mouth. It has four arms, each with a three-fingered hand. Its second pair of arms is typically kept tucked against its chest. It was shown in Pokémon Snap that, despite having legs, it can revert to a legless form. This grants it the ability to float."
Golem,"Golem is a bipedal tortoise-like boulder Pokémon with a spherical body covered by a shell of plated, green rocks. Its body is so hard that even dynamite cannot scratch it. Its head protrudes from the center of the shell. The head has a flat snout with two pointed teeth in the lower jaw and red eyes. It has short arms that have three claws and two legs with feet that have four claws in front and one in back. The head and limbs are light brown."
Ponyta,"Ponyta is an equine Pokémon with cream-colored fur. It has brown eyes and triangular ears with reddish interiors. Yellow and reddish-orange flames make up its mane and tail. The mane forms a short crest on top of its head and a short strip down its back to its tail. Additional flames are present behind its elbows and knees. The fire appears about an hour after hatching. It has four long legs, each ending in a single, gray hoof. These hooves are said to be ten times harder than diamonds and act as shock absorbers."
Rapidash,"Rapidash is an equine Pokémon with cream-colored fur and a pointed horn on its forehead. It has small, red eyes and triangular ears with reddish interiors. Yellow and reddish-orange flames stream from the back of its head to form a long, flowing mane. A short version of the mane trails down its back to its equally fiery tail. Flames are also present on its fetlocks. It has slender legs, each with a single black hoof."
Slowpoke,"Slowpoke is a pink Pokémon that resembles a cross between a salamander and a hippopotamus. It has vacant eyes that never seem focused, curled ears, and a rounded, tan muzzle. It has four legs, each of which ends in a single white claw. Its long, tapering tail has a white tip. This tail drips a sweet, sappy substance that is attractive to many species of fish. Slowpoke uses the tail as a fishing lure. The tail often breaks off, but it will grow back. Slowpoke tails are considered a delicacy and commonly used as a cooking ingredient: in Alola, they are often dried and used in home-cooked stews, while in Galar, they are smoked and packaged as a curry ingredient. Slowpoke is also known to dive underwater to hunt, but is often itself caught instead."
Slowbro,"Slowbro is a bipedal, pink Pokémon with a tan, striped belly and a rounded, tan muzzle. It has large, vacant eyes, curled ears, and two small pointed teeth protruding from its upper jaw. It has three clawed fingers on its hands and two clawed toes on its feet. There is a Shellder attached to its tail. This Shellder has a gray, spiral shell with darker gray spots and small, triangular eyes near the base. There are several spikes across the surface of the Shellder, and it holds onto Slowbro with many sharp teeth. Shellder developed its spiral form in an effort to suck more sweetness out of Slowbro's tail. If its tail or the Shellder attached to it is broken off, Slowbro will revert to its unevolved form, Slowpoke."
Magnemite,"Magnemite is a seemingly robotic Pokémon that has a gray, spherical metal body, with blue-and-red tipped horseshoe magnets on each side and a single, large eye. It has three Phillips head screws on its body: two near the bottom of its body and the one on top of its head that looks similar to an antenna. The two bottom screws serve no noticeable purpose, although they may be its feet as the Pokédex identifies a footprint similar to that of the screw's head. Even though Magnemite and its evolved forms are mechanical creatures, the anime has shown that it has emotions and a way of reproducing. It has even exhibited the need to eat, although its main form of nutrients is electrical currents. It is commonly found in locations such as power plants or caves with a strong magnetic field. Despite its modern, artificial appearance, Magnemite has been depicted in carvings discovered at the Ruins of Alph. It has also been present in AZ's retelling of the Kalos war, indicating it has existed for at least 3,000 years."
Magneton,"Magneton is a robot-like Pokémon, the result of three Magnemite becoming linked together by a strong magnetic force, although a single Magnemite can evolve by itself when there are no other Magnemite in the vicinity. Each individual Magnemite has a gray spherical body with a single eye, and a gray and red-and-blue tipped horseshoe magnet on each side. The topmost Magnemite has three Phillips head screws on its body, while the others appear to have only two. The three Magnemite that Magneton consists of can be linked in several ways. Magneton is most commonly seen as one Magnemite on top, and two Magnemite linked by the screws on the bottom, forming a triangle. In some cases, commonly seen in 3D games such as Pokémon Snap, the Magnemite will not be connected at all, remain in a triangular formation at rest, and are able to freely move within each other's vicinity to form other patterns. In this case, all three Magnemite have three screws. The magnetic forces that hold the three Magnemite together are powerful enough to dry up all moisture and raise the temperature by 3.6°F (2°C) within a radius of 3,300 feet (1,000 meters). It can also be disruptive to electronic devices and induce earaches. It uses powerful radio waves to help it study the surrounding area."
